"","Number","Cell","Slice","Date","Sample","blah","cell_num","donor_id","Mouse date of birth","age","biological_sex","genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","subclass","corresponding_AIT2.3.1_alias","layer","type","region","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","hold_time","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","X1","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass","top_cluster_score","depth_from_pia_um","cell_count_per_donor","norm_cell_num","class","second","cluster_label","median_cluster_label_Microglia"
"977",1065,"20190710_sample_10","20190710_slice_10",2019-07-10,"Sample 10","Sample",10,"mouse_CSHED",2019-04-14,87,"F","Vip-IRES-Cre/wt; Ai9/wt","2/3","2/3","VIP+",2166500,2992994,297490,9,7443,"Vip","Vip Mybpc1_2",1,"Vip Mybpc1_2 (100.0%)","Vip Crispld2 Kcne4 (71.0%), Vip Crispld2 Htr2c (29.0%)","Vip Crispld2 Kcne4 (71.0%), Vip Crispld2 Htr2c (29.0%)","Vip Crispld2 Kcne4","Vip","Vip Crispld2",NA,NA,NA,"71.0%), Vip Crispld2 Htr2c","71.0",", Vip Crispld2 Htr2c","Vip",1847,167.97,"Fede",15,"248.5",87.6,517.1,1427.196,NA,NA,1060,"GABAergic","Vip_on",191.678255132256,0.893022107019683,NA,0.338163117021416,-0.0494910855527452,0.0435841880817315,NA,-Inf,0.162603399838996,0.0385897052127841,NA,NA,-0.0164701642875053,TRUE,71,248.5,2,2,"GABAergic","Crispld2","Vip",0.134971749201864
"978",1067,"20190712_sample_3","20190712_slice_3",2019-07-12,"Sample 3","Sample",3,"mouse_XFBTK",2019-03-21,113,"F","Viaat-Cre/wt; Ai9/wt","5","5","VIAAT+",1427026,1846930,202259,9,10271,"Sst","Sst Crhr2_1",0.45,"Sst Crhr2_1 (45.1%), Sst Hpse (30.9%), Sst Myh8_3 (16.6%)","Sst Hpse Cbln4 (36.0%), Sst Crhr2 Efemp1 (34.0%), Sst Tac2 Myh4 (28.0%)","Sst Hpse Cbln4 (36.0%), Sst Crhr2 Efemp1 (34.0%), Sst Tac2 Myh4 (28.0%)","Sst Hpse Cbln4","Sst","Sst Hpse",NA,NA,NA,"36.0%), Sst Crhr2 Efemp1","36.0",", Sst Crhr2 Efemp1","Sst",2145,245.15,"Fede",41,"773.9",278,523.1,1443.756,NA,NA,1067,"GABAergic","Sst_on",186.173257966253,0.867374522921375,NA,0.39276052585695,-0.000165345489062752,0.0143839203191679,NA,-Inf,0.0420119182152543,0.036456078516074,NA,NA,-0.025033796910545,TRUE,36,773.9,6,2,"GABAergic","Hpse","Sst",0.0934620521047091
"979",1069,"20190712_sample_5","20190712_slice_5",2019-07-12,"Sample 5","Sample",5,"mouse_XFBTK",2019-03-21,113,"F","Viaat-Cre/wt; Ai9/wt","5","5","VIAAT+",530978,63522,74176,9,4060,"Lamp5","Lamp5 Slc35d3",0.75,"Lamp5 Slc35d3 (74.7%), Lamp5 Pdlim5_2 (24.9%)","Lamp5 Lsp1 (99.0%)","Lamp5 Lsp1 (99.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"99.0%)","99.0","","Lamp5",1529,123.04,"Fede",45,"865",310.7,545.7,1506.132,"y",NA,1069,"GABAergic","Lamp5_on",118.482753666652,0.552006894323414,NA,0.287336195101776,-0.0243888695733679,-0.00276687251790239,NA,-Inf,0.0446256483161208,0.0625916676553432,NA,NA,-0.0200154198076501,TRUE,99,865,6,4,"GABAergic","Lsp1","Lamp5",0.109328881417913
"980",1070,"20190712_sample_6","20190712_slice_6",2019-07-12,"Sample 6","Sample",6,"mouse_XFBTK",2019-03-21,113,"F","Viaat-Cre/wt; Ai9/wt","5","6","VIAAT+",294150,38541,33694,9,2838,"Lamp5","Lamp5 Slc35d3",0.63,"Lamp5 Slc35d3 (63.1%), Lamp5 Pdlim5_2 (27.3%), Lamp5 Pdlim5_1 (6.1%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1527,58.81,"Fede",50,"1055.1",381.3,509.6,1406.496,"y",NA,1070,"GABAergic","Lamp5_on",104.079250592942,0.484901490768516,NA,0.291677050599131,-0.0307475189906892,0.0608419147409415,NA,-Inf,0.00899570827163482,0.020685809798381,NA,NA,-0.0102259256134998,TRUE,100,1055.1,6,5,"GABAergic","Lsp1","Lamp5",0.109328881417913
"981",1071,"20190712_sample_7","20190712_slice_7",2019-07-12,"Sample 7","Sample",7,"mouse_XFBTK",2019-03-21,113,"F","Viaat-Cre/wt; Ai9/wt","5","2/3","VIAAT+",499088,27866,32400,9,4824,"Lamp5","Lamp5 Slc35d3",0.75,"Lamp5 Slc35d3 (75.1%), Lamp5 Pdlim5_2 (20.6%)","Lamp5 Lsp1 (99.0%)","Lamp5 Lsp1 (99.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"99.0%)","99.0","","Lamp5",1799,97.28,"Fede",34,"345.8",130.1,569.9,1572.924,NA,NA,1071,"GABAergic","Lamp5_on",113.773930650381,0.530068656996121,NA,0.307389157564428,-0.0320197633667504,0.0303340775807308,NA,-Inf,0.137531497634477,-0.021609075225475,NA,NA,-0.016619851194794,TRUE,99,345.8,6,6,"GABAergic","Lsp1","Lamp5",0.109328881417913
"982",1072,"20190715_sample_1","20190715_slice_1",2019-07-15,"Sample 1","Sample",1,"mouse_DOFVQ",2019-05-18,58,"F","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",2900739,88845,115664,9,9060,"Lamp5","Lamp5 Slc35d3",0.88,"Lamp5 Slc35d3 (87.9%), Lamp5 Pdlim5_2 (10.6%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1842,258.77,"Fede",35,"151.1",53.6,578.2,1595.832,"y",NA,1072,"GABAergic","Lamp5_on",179.122039277898,0.83452314827908,NA,0.361622294774597,0.0534688722628976,0.00593221324311822,NA,-Inf,0.117400071903404,-0.0057681225616219,NA,NA,-0.0110390108983405,TRUE,100,151.1,5,1,"GABAergic","Lsp1","Lamp5",0.109328881417913
"983",1073,"20190715_sample_4","20190715_slice_4",2019-07-15,"Sample 4","Sample",4,"mouse_DOFVQ",2019-05-18,58,"F","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",1449758,621067,143994,9,10128,"Lamp5","Lamp5 Slc35d3",0.96,"Lamp5 Slc35d3 (95.6%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1943,276.52,"Fede",30,"223.9",79.4,552,1523.52,"y",NA,1075,"GABAergic","Lamp5_on",179.0240099696,0.834066433252196,NA,0.389224765037931,0.135775684838158,0.0813766892436195,NA,-Inf,0.112196066031229,0.00674592861050897,NA,NA,0.00135379462915375,TRUE,100,223.9,5,2,"GABAergic","Lsp1","Lamp5",0.109328881417913
"984",1074,"20190715_sample_5","20190715_slice_5",2019-07-15,"Sample 5","Sample",5,"mouse_XFSYB",2019-04-30,76,"F","Vip-IRES-Cre/wt; Ai9/wt","2/3","5","VIP+",1989938,1072022,173639,9,10033,"Vip","Vip Gpc3",0.99,"Vip Gpc3 (99.4%)","Vip Arhgap36 Hmcn1 (100.0%)","Vip Arhgap36 Hmcn1 (100.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"100.0%)","100.0","","Vip",1886,285.77,"Fede",25,"844",305.9,525.1,1449.276,NA,NA,1076,"GABAergic","Vip_on",220.431291182225,1.02698146938366,NA,0.422695630177072,0.118859131943046,0.0646043080364775,NA,Inf,0.127445909667992,0.117316513724385,NA,NA,0.0272466429583421,TRUE,100,844,4,1,"GABAergic","Arhgap36","Vip",0.0565087109855599
"985",1075,"20190715_sample_6","20190715_slice_6",2019-07-15,"Sample 6","Sample",6,"mouse_DOFVQ",2019-05-18,58,"F","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",1438205,1162816,126555,9,4845,"Lamp5","Lamp5 Slc35d3",0.89,"Lamp5 Slc35d3 (89.4%), Lamp5 Pdlim5_2 (8.1%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1709,153.57,"Fede",30,"271.7",100.1,534.1,1474.116,NA,NA,1077,"GABAergic","Lamp5_on",147.750139045079,0.688362591737114,NA,0.351843956130886,-0.0322745614822732,-0.0269655010532886,NA,-Inf,0.0162340539629984,-0.0209686302982067,NA,NA,0.00130143804947965,TRUE,100,271.7,5,3,"GABAergic","Lsp1","Lamp5",0.109328881417913
"986",1076,"20190715_sample_7","20190715_slice_7",2019-07-15,"Sample 7","Sample",7,"mouse_XFSYB",2019-04-30,76,"F","Vip-IRES-Cre/wt; Ai9/wt","2/3","5","VIP+",1294998,834146,154718,9,9283,"Vip","Vip Chat_1",0.76,"Vip Chat_1 (75.7%), Vip Mybpc1_3 (23.4%)","Vip Ptprt Pkp2 (100.0%)","Vip Ptprt Pkp2 (100.0%)","Vip Ptprt Pkp2","Vip","Vip Ptprt",NA,NA,NA,"100.0%)","100.0","","Vip",2009,221.31,"Fede",20,"527.3",188.8,621.7,1715.892,"y",NA,1078,"GABAergic","Vip_on",190.066987130546,0.885515267264345,NA,0.44382688299881,0.0495318361141353,0.0588889623193433,NA,-Inf,0.0379134380241699,0.0371690094743879,NA,NA,-0.0224551747636216,TRUE,100,527.3,4,2,"GABAergic","Ptprt","Vip",0.0578837774278879
"987",1077,"20190715_sample_8","20190715_slice_8",2019-07-15,"Sample 8","Sample",8,"mouse_DOFVQ",2019-05-18,58,"F","Viaat-Cre/wt; Ai9/wt","2/3","5","VIAAT+",512875,33276,41624,9,12633,"Lamp5","Lamp5 Slc35d3",0.75,"Lamp5 Slc35d3 (74.9%), Lamp5 Pdlim5_2 (25.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1927,260.84,"Fede",45,"493.6",182.7,586.8,1619.568,NA,NA,1079,"GABAergic","Lamp5_on",195.166439058289,0.909273430661737,NA,0.475762758053792,0.116236672971916,0.0926878119542859,NA,-Inf,0.172185029835366,0.115594001786103,NA,NA,-0.00651090730617861,TRUE,100,493.6,5,4,"GABAergic","Lsp1","Lamp5",0.109328881417913
"988",1078,"20190715_sample_9","20190715_slice_9",2019-07-15,"Sample 9","Sample",9,"mouse_XFSYB",2019-04-30,76,"F","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",1403155,1124111,140647,9,10017,"Vip","Vip Mybpc1_1",0.97,"Vip Mybpc1_1 (96.6%)","Vip Lmo1 Myl1 (99.0%)","Vip Lmo1 Myl1 (99.0%)","Vip Lmo1 Myl1","Vip","Vip Lmo1",NA,NA,NA,"99.0%)","99.0","","Vip",2028,175.43,"Fede",25,"669.8",245.1,593.4,1637.784,NA,NA,1080,"GABAergic","Vip_on",191.3771865347,0.891619439235789,NA,0.392261874678109,0.0202642949245729,0.116186529116494,NA,-Inf,0.201757154999324,-0.00304139077073155,NA,NA,-0.0153551871473629,TRUE,99,669.8,4,3,"GABAergic","Lmo1","Vip",0.0657626858364521
"989",1080,"20190715_sample_11","20190715_slice_11",2019-07-15,"Sample 11","Sample",11,"mouse_DOFVQ",2019-05-18,58,"F","Viaat-Cre/wt; Ai9/wt","2/3","2/3","VIAAT+",787025,784916,105732,9,12254,"Lamp5","Lamp5 Pdlim5_2",0.72,"Lamp5 Pdlim5_2 (71.9%), Lamp5 Slc35d3 (28.1%)","Lamp5 Lsp1 (80.0%), Lamp5 Plch2 Dock5 (20.0%)","Lamp5 Lsp1 (80.0%), Lamp5 Plch2 Dock5 (20.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"80.0%), Lamp5 Plch2 Dock5","80.0",", Lamp5 Plch2 Dock5","Lamp5",2018,242.33,"Fede",60,"340.8",121,575,1587,"y",NA,1074,"GABAergic","Lamp5_on",184.880546993371,0.861351828923175,NA,0.523682703054466,0.113019151430534,0.044116316289901,NA,-Inf,0.0363346923037649,0.0454908027184076,NA,NA,0.0106712856709035,TRUE,80,340.8,5,5,"GABAergic","Lsp1","Lamp5",0.109328881417913
"990",1082,"20190716_sample_3","20190716_slice_3",2019-07-16,"Sample 3","Sample",3,"mouse_OKHZS",2019-04-10,97,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",105195,12707,8492,9,6788,"Sst","Sst Chodl",1,"Sst Chodl (99.9%)","Sst Chodl (100.0%)","Sst Chodl (100.0%)","Sst Chodl","Sst","Sst Chodl",NA,NA,NA,"100.0%)","100.0","","Sst",1684,55.02,"Fede",44,"1517.6",564.8,603.7,1666.212,NA,NA,1082,"GABAergic","Sst_on",192.051526117592,0.894761163135276,NA,0.425627304276045,-0.0202149165938056,-0.00397520773325301,NA,-Inf,0.0696957152018556,0.0816065375886366,NA,NA,0.018546801941345,TRUE,100,1517.6,3,2,"GABAergic","Chodl","Sst",0.130560862955712
"991",1084,"20190716_sample_7","20190716_slice_7",2019-07-16,"Sample 7","Sample",7,"mouse_MLEFZ",2019-04-14,93,"M","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",1354922,1045696,149696,9,10810,"Vip","Vip Gpc3",0.82,"Vip Gpc3 (82.0%), Vip Chat_1 (16.9%)","Vip Gpc3 Slc18a3 (99.0%)","Vip Gpc3 Slc18a3 (99.0%)","Vip Gpc3 Slc18a3","Vip","Vip Gpc3",NA,NA,NA,"99.0%)","99.0","","Vip",1849,271.73,"Fede",30,"1019.4",370.8,617.3,1703.748,NA,NA,1084,"GABAergic","Vip_on",183.211789104974,0.853577145850369,NA,0.440404268704289,0.0989975270137428,0.0411969590963896,NA,-Inf,0.0320666397596413,0.0424848218951302,NA,NA,-0.00755864076356088,TRUE,99,1019.4,3,1,"GABAergic","Gpc3","Vip",0.0685705229695576
"992",1085,"20190716_sample_8","20190716_slice_8",2019-07-16,"Sample 8","Sample",8,"mouse_MLEFZ",2019-04-14,93,"M","Vip-IRES-Cre/wt; Ai9/wt","2/3","5","VIP-",1489536,1178022,140772,9,8935,"Lamp5","Lamp5 Slc35d3",0.93,"Lamp5 Slc35d3 (92.6%), Lamp5 Pdlim5_2 (7.3%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1 (100.0%)","Lamp5 Lsp1","Lamp5","Lamp5 Lsp1",NA,NA,NA,"100.0%)","100.0","","Lamp5",1722,216.56,"Fede",25,"484.4",174.3,582.6,1607.976,NA,NA,1085,"GABAergic","Lamp5_on",173.947083233661,0.810413213914482,NA,0.350785867042775,0.0511871105122115,0.00780448379533829,NA,-Inf,0.0627323460562484,0.0303189181232618,NA,NA,0.0228902869497337,TRUE,100,484.4,3,2,"GABAergic","Lsp1","Lamp5",0.109328881417913
"993",1086,"20190716_sample_9","20190716_slice_9",2019-07-16,"Sample 9","Sample",9,"mouse_MLEFZ",2019-04-14,93,"M","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",579413,215829,78219,9,6620,"Vip","Vip Gpc3",0.7,"Vip Gpc3 (69.6%), Vip C1ql1 (15.0%), Vip Htr1f (8.9%)","Vip Arhgap36 Hmcn1 (63.0%), Vip Gpc3 Slc18a3 (27.0%), Vip Ptprt Pkp2 (6.0%)","Vip Arhgap36 Hmcn1 (63.0%), Vip Gpc3 Slc18a3 (27.0%), Vip Ptprt Pkp2 (6.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"63.0%), Vip Gpc3 Slc18a3","63.0",", Vip Gpc3 Slc18a3","Vip",1683,124.05,"Fede",16,"827.7",281.5,611.3,1687.188,"y",NA,1086,"GABAergic","Vip_on",159.53424715299,0.743264328215324,NA,0.358973831680625,-0.0447449174807467,0.0379550193290422,NA,-Inf,0.0309894405243773,-0.0112757579610777,NA,NA,0.034621728347405,TRUE,63,827.7,3,3,"GABAergic","Arhgap36","Vip",0.0565087109855599
"994",1087,"20190717_sample_1","20190717_slice_1",2019-07-17,"Sample 1","Sample",1,"mouse_VDSTA",2019-04-10,98,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2245103,2292571,401952,9,12283,"Sst","Sst Etv1",0.53,"Sst Etv1 (53.1%), Sst Myh8_1 (40.9%), Sst Myh8_2 (5.3%)","Sst Chrna2 Glra3 (69.0%), Sst Myh8 Etv1  (16.0%), Sst Chrna2 Ptgdr (12.0%)","Sst Chrna2 Glra3 (69.0%), Sst Myh8 Etv1  (16.0%), Sst Chrna2 Ptgdr (12.0%)","Sst Chrna2 Glra3","Sst","Sst Chrna2",NA,NA,NA,"69.0%), Sst Myh8 Etv1 ","69.0",", Sst Myh8 Etv1 ","Sst",1952,243.64,"Fede",40,"979.9",349.6,597.2,1648.272,NA,NA,1087,"GABAergic","Sst_on",166.881700759555,0.77749585070303,NA,0.253904987366927,0.0231306599073566,0.151450830945961,NA,-Inf,0.200919224371859,0.0173127133313221,NA,NA,-0.0111607982312543,TRUE,69,979.9,3,1,"GABAergic","Chrna2","Sst",0.0638676667527721
"995",1088,"20190717_sample_2","20190717_slice_2",2019-07-17,"Sample 2","Sample",2,"mouse_VDSTA",2019-04-10,98,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",1401721,1806947,221263,9,12681,"Sst","Sst Th_3",0.93,"Sst Th_3 (93.3%), Sst C1ql3_1 (3.1%)","Sst Nts (100.0%)","Sst Nts (100.0%)","Sst Nts","Sst","Sst Nts",NA,NA,NA,"100.0%)","100.0","","Sst",2015,277.75,"Fede",40,"1350.9",491.8,569.7,1572.372,NA,NA,1088,"GABAergic","Sst_on",205.729969699362,0.958488540555911,NA,0.515946316013382,0.103393210325952,0.0075576871039224,NA,-Inf,0.0252015021464262,0.05740332006891,NA,NA,-0.00439270120316638,TRUE,100,1350.9,3,2,"GABAergic","Nts","Sst",0.0553431479620421
"996",1090,"20190718_sample_1","20190718_slice_1",2019-07-18,"Sample 1","Sample",1,"mouse_TQLOA",2019-02-28,140,"F","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",1270201,59387,69998,9,7934,"Vip","Vip Gpc3",0.77,"Vip Gpc3 (77.0%), Vip Mybpc1_3 (6.9%), Vip Htr1f (5.6%)","Vip Arhgap36 Hmcn1 (92.0%), Vip Gpc3 Slc18a3 (8.0%)","Vip Arhgap36 Hmcn1 (92.0%), Vip Gpc3 Slc18a3 (8.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"92.0%), Vip Gpc3 Slc18a3","92.0",", Vip Gpc3 Slc18a3","Vip",1877,90.83,"Fede",25,"1037.5",381.3,565.3,1560.228,NA,NA,1090,"GABAergic","Vip_on",150.063800160689,0.699141855785433,NA,0.340066858028024,0.126762403784079,0.00321538854803932,NA,-Inf,0.0448831829394069,-0.0180261236808022,NA,NA,-0.00854120281995954,TRUE,92,1037.5,9,1,"GABAergic","Arhgap36","Vip",0.0565087109855599
"997",1094,"20190718_sample_5","20190718_slice_5",2019-07-18,"Sample 5","Sample",5,"mouse_TQLOA",2019-02-28,140,"F","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",806459,673897,95043,9,9014,"Vip","Vip Gpc3",0.89,"Vip Gpc3 (88.6%), Vip Chat_1 (10.7%)","Vip Gpc3 Slc18a3 (98.0%)","Vip Gpc3 Slc18a3 (98.0%)","Vip Gpc3 Slc18a3","Vip","Vip Gpc3",NA,NA,NA,"98.0%)","98.0","","Vip",1864,141.1,"Fede",25,"1102.7",408.4,619.8,1710.648,"y",NA,1094,"GABAergic","Vip_on",194.163178175172,0.90459927423688,NA,0.368635539910132,-0.0150845815090369,0.0567175172902045,NA,-Inf,0.215026406398288,0.0206705355384783,NA,NA,0.0415772169816781,TRUE,98,1102.7,9,5,"GABAergic","Gpc3","Vip",0.0685705229695576
"998",1095,"20190718_sample_6","20190718_slice_6",2019-07-18,"Sample 6","Sample",6,"mouse_TQLOA",2019-02-28,140,"F","Vip-IRES-Cre/wt; Ai9/wt","1","1","VIP+",793490,661263,97856,9,8988,"Vip","Vip Mybpc1_2",0.85,"Vip Mybpc1_2 (85.1%), Vip Sncg (10.0%)","Vip Crispld2 Htr2c (81.0%), Vip Rspo1 Itga4 (19.0%)","Vip Crispld2 Htr2c (81.0%), Vip Rspo1 Itga4 (19.0%)","Vip Crispld2 Htr2c","Vip","Vip Crispld2",NA,NA,NA,"81.0%), Vip Rspo1 Itga4","81.0",", Vip Rspo1 Itga4","Vip",2160,122.45,"Fede",25,"97.1",34.1,565.9,1561.884,NA,NA,1095,"GABAergic","Vip_on",234.671302196807,1.09332516930648,NA,0.477079089233237,-0.081406522593838,0.0845111530334455,NA,Inf,0.0352968724487663,0.0387657324382817,NA,NA,-0.0213475190358866,TRUE,81,97.1,9,6,"GABAergic","Crispld2","Vip",0.134971749201864
"999",1097,"20190718_sample_8","20190718_slice_8",2019-07-18,"Sample 8","Sample",8,"mouse_TQLOA",2019-02-28,140,"F","Vip-IRES-Cre/wt; Ai9/wt","5","2/3","VIP+",1029987,1000291,145571,9,10256,"Vip","Vip Chat_1",0.9,"Vip Chat_1 (89.6%), Vip Mybpc1_3 (8.9%)","Vip Ptprt Pkp2 (100.0%)","Vip Ptprt Pkp2 (100.0%)","Vip Ptprt Pkp2","Vip","Vip Ptprt",NA,NA,NA,"100.0%)","100.0","","Vip",2030,171.32,"Fede",25,"426.6",152.8,541.4,1494.264,"y",NA,1097,"GABAergic","Vip_on",193.688516158112,0.902387840945687,NA,0.394446873806835,0.0399491978966367,0.0851503934371026,NA,-Inf,0.198527197832246,0.0727329563445407,NA,NA,0.0117272132930655,TRUE,100,426.6,9,8,"GABAergic","Ptprt","Vip",0.0578837774278879
"1000",1098,"20190718_sample_9","20190718_slice_9",2019-07-18,"Sample 9","Sample",9,"mouse_TQLOA",2019-02-28,140,"F","Vip-IRES-Cre/wt; Ai9/wt","6","6","VIP+",1012360,527861,140745,9,9756,"Vip","Vip Mybpc1_3",0.98,"Vip Mybpc1_3 (97.7%)","Vip Lect1 Oxtr (98.0%)","Vip Lect1 Oxtr (98.0%)","Vip Lect1 Oxtr","Vip","Vip Lect1",NA,NA,NA,"98.0%)","98.0","","Vip",1757,125.83,"Fede",25,"1420.2",525.7,550.7,1519.932,"y",NA,1098,"GABAergic","Vip_on",201.118590023967,0.937004288254326,NA,0.47225103371269,0.0448998858190328,0.0919382175851512,NA,-Inf,0.0225452788331956,0.0693423342061665,NA,NA,0.0676754375745821,TRUE,98,1420.2,9,9,"GABAergic","Lect1","Vip",0.137959803609703
"1001",1110,"20190724_sample_1","20190724_slice_1",2019-07-24,"Sample 1","Sample",1,"mouse_FRXJE",2019-06-04,50,"M","Vip-IRES-Cre/wt; Ai9/wt","5","6","VIP+",641131,587524,72681,9,7149,"Vip","Vip Serpinf1_1",0.89,"Vip Serpinf1_1 (89.3%), Vip Chat_1 (4.9%), Vip Htr1f (1.3%)","Vip Lmo1 Fam159b (99.0%)","Vip Lmo1 Fam159b (99.0%)","Vip Lmo1 Fam159b","Vip","Vip Lmo1",NA,NA,NA,"99.0%)","99.0","","Vip",1949,160.85,"Fede",25,"1109.8",415.7,549.7,1517.172,NA,NA,1110,"GABAergic","Vip_on",183.242043302173,0.853718099068615,NA,0.206923134840095,-0.057096683639017,0.0142864614532711,NA,-Inf,0.556700395381253,0.0485925404608159,NA,NA,-0.015416390297755,TRUE,99,1109.8,6,1,"GABAergic","Lmo1","Vip",0.0657626858364521
"1002",1112,"20190724_sample_4","20190724_slice_4",2019-07-24,"Sample 4","Sample",4,"mouse_FRXJE",2019-06-04,50,"M","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",458540,27535,31784,9,7356,"Vip","Vip Gpc3",1,"Vip Gpc3 (99.6%)","Vip Arhgap36 Hmcn1 (89.0%), Vip Gpc3 Slc18a3 (11.0%)","Vip Arhgap36 Hmcn1 (89.0%), Vip Gpc3 Slc18a3 (11.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"89.0%), Vip Gpc3 Slc18a3","89.0",", Vip Gpc3 Slc18a3","Vip",1750,181.47,"Fede",25,"758.5",275,551.8,1522.968,NA,NA,1115,"GABAergic","Vip_on",212.706868876221,0.990993663263147,NA,0.389811826169061,0.0147745582454103,0.0451467936708526,NA,-Inf,0.0142616335611602,0.0903620763467672,NA,NA,-0.0229831683088542,TRUE,89,758.5,6,3,"GABAergic","Arhgap36","Vip",0.0565087109855599
"1003",1113,"20190724_sample_5","20190724_slice_5",2019-07-24,"Sample 5","Sample",5,"mouse_FRXJE",2019-06-04,50,"M","Vip-IRES-Cre/wt; Ai9/wt","5","2/3","VIP+",48631,12299,16516,9,7151,"Vip","Vip Mybpc1_2",1,"Vip Mybpc1_2 (99.6%)","Vip Crispld2 Htr2c (99.0%)","Vip Crispld2 Htr2c (99.0%)","Vip Crispld2 Htr2c","Vip","Vip Crispld2",NA,NA,NA,"99.0%)","99.0","","Vip",1745,137.56,"Fede",25,"250.8",88.6,589.6,1627.296,NA,NA,1116,"GABAergic","Vip_on",224.484097525669,1.04586334859144,NA,0.377032325038521,0.019079031410999,-0.0171214757810077,NA,Inf,0.134971749201864,0.0328812217417871,NA,NA,-0.0245203482428504,TRUE,99,250.8,6,4,"GABAergic","Crispld2","Vip",0.134971749201864
"1004",1116,"20190724_sample_10","20190724_slice_10",2019-07-24,"Sample 10","Sample",10,"mouse_WJLBM",2019-06-04,50,"M","Vip-IRES-Cre/wt; Ai9/wt","5","6","VIP+",670739,703516,69239,9,3553,"Vip","Vip Mybpc1_2",0.33,"Vip Mybpc1_2 (33.0%), Vip Gpc3 (21.0%), Vip Mybpc1_1 (13.3%)","Vip Gpc3 Slc18a3 (100.0%)","Vip Gpc3 Slc18a3 (100.0%)","Vip Gpc3 Slc18a3","Vip","Vip Gpc3",NA,NA,NA,"100.0%)","100.0","","Vip",1540,57.18,"Fede",25,"1204.2",437,575.6,1588.656,NA,NA,1111,"GABAergic","Vip_on",89.844629761035,0.418582903513195,NA,0.218939877304143,-0.013213847213096,-0.00160670542933936,NA,-Inf,0.105531992323932,0.0191172902597511,NA,NA,-0.0288582767598218,TRUE,100,1204.2,3,1,"GABAergic","Gpc3","Vip",0.0685705229695576
